,Title,Image url,Description,Page url,Item number,Page number
1011,Lion/Vyala,https://csmvs.in/wp-content/uploads/2022/06/TC-303.jpg,"Lion/Vyala
TC 303
DESCRIPTION
A decorative brick depicting a Lion/Vyala
The figure of the lion is highly stylised. It has open goggle eyes, a moustache, an open mouth showing bare fangs and schematically treated manes and underside fur. The closest parallel to the lion may be seen in a lion head represented in the decorative motifs in the Bhumara temple.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
16x12x8.5 cms",https://csmvs.in/collections/lion-vyala/,1012,37
1012,Vyala emitting pearls,https://csmvs.in/wp-content/uploads/2022/06/TC-297.jpg,"Vyala emitting pearls
TC 297
DESCRIPTION
A decorative brick depicting a Vyala emitting pearls
Part of a frieze decorated with a series of stylised lion-heads with bare fangs emitting four jewelled strands which join with similar strands emitted by the mask.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Jerruck (Jhirk), Sindh
DIMENSION
--",https://csmvs.in/collections/vyala-emitting-pearls/,1013,37
1013,Carved Brick,https://csmvs.in/wp-content/uploads/2022/06/TC-278.jpg,"Carved Brick
TC 278
DESCRIPTION
Carved Brick shaped as rows of Rosettes.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
16.5x18x8.5 cms",https://csmvs.in/collections/carved-brick-4/,1014,37
1014,Carved Brick,https://csmvs.in/wp-content/uploads/2022/06/TC-239.jpg,"Carved Brick
TC 239
DESCRIPTION
--
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Sopara
DIMENSION
--",https://csmvs.in/collections/carved-brick-3/,1015,37
1015,Table Cloth,https://csmvs.in/wp-content/uploads/2022/06/2015.279.jpg,"Table Cloth
2015.279
DESCRIPTION
This is an example of athakupani or joining different motifs. Individually crocheted motifs usually uniform in size and similar in design are joined to form a patterned piece. These flowers or motifs can be made by different persons but are joined by one person using rehkas or rosapattis - a form of design employed for combining separate constituents into one piece. The process of combining different pieces and joining them requires imagination, patience and dexterity.
Woven by Kamal Naik
Gift of Rekha Naik in memory of Kamal Naik
COLLECTION
Textiles and Costumes of India
OBJECT TYPE
Cloth
MATERIAL
Cotton, Filet Crochet
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Crochet
DATE
Early 20th century CE
LOCATION
Mumbai
DIMENSION
49x52 cms",https://csmvs.in/collections/table-cloth/,1016,37
1016,Table cover,https://csmvs.in/wp-content/uploads/2022/06/2015.287.jpg,"Table cover
2015.287
DESCRIPTION
These table covers are examples of filet crochet. In French, filet means net or mesh. This technique is used to create figurative pictures, words and intricate patterns. Filet crochet is a type of crochet which appears like a grid created using chain stitch and double crochet stitch. In this technique, the designs are first prepared on graph paper and then executed.
Woven by Kamal Naik
Gift of Rekha Naik in memory of Kamal Naik
COLLECTION
Textiles and Costumes of India
OBJECT TYPE
Cloth
MATERIAL
Cotton, Filet Crochet
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Crochet
DATE
Early 20th century CE
LOCATION
Mumbai
DIMENSION
43x47 cms",https://csmvs.in/collections/table-cover/,1017,37
1017,Thalposh or rumal,https://csmvs.in/wp-content/uploads/2022/06/2015.254.jpg,"Thalposh or rumal
2015.254
DESCRIPTION
This thalposh is an example of chetipani, which is the simplest kind of crochet and is usually made by beginners. If a piece of chetipani is undertaken by a woman, she has to complete it herself. Another woman cannot do it because the final product will look uneven, as the finger measurements of each individual are different and a slight discrepancy results in an imbalance in design.
Woven by Kamal Naik
Gift of Rekha Naik in memory of Kamal Naik
COLLECTION
Textiles and Costumes of India
OBJECT TYPE
Cloth
MATERIAL
Cotton, Filet Crochet
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Crochet
DATE
Early 20th century CE
LOCATION
Mumbai
DIMENSION
Dia. 36.5 cms (approx.)",https://csmvs.in/collections/thalposh-or-rumal/,1018,37
1018,Table cover,https://csmvs.in/wp-content/uploads/2022/06/2015.294.jpg,"Table cover
2015.294
DESCRIPTION
These table covers are examples of filet crochet. In French, filet means net or mesh. This technique is used to create figurative pictures, words and intricate patterns. Filet crochet is a type of crochet which appears like a grid created using chain stitch and double crochet stitch.
In this technique, the designs are first prepared on graph paper and then executed.
Woven by Kamal Naik
Gift of Rekha Naik in memory of Kamal Naik.
COLLECTION
Textiles and Costumes of India
OBJECT TYPE
Cloth
MATERIAL
Cotton, Filet Crochet
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Crochet
DATE
Early 20th century CE
LOCATION
Mumbai
DIMENSION
79.7x106.5 cms",https://csmvs.in/collections/table-covers/,1019,37
1019,Ragini Kakubha,https://csmvs.in/wp-content/uploads/2022/06/2009.469.jpg,"Ragini Kakubha
2009.469
DESCRIPTION
--
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Rajasthani
TECHNIQUE
--
DATE
1750-1760 CE
LOCATION
Uniara, Rajasthan
DIMENSION
20.3x25.2 cms",https://csmvs.in/collections/ragini-kakubha-2/,1020,37
1020,Escaping Elephant,https://csmvs.in/wp-content/uploads/2022/06/55.96.jpg,"Escaping Elephant
55.96
DESCRIPTION
This painting is a graphic study of the elephants; their taut muscles curving and folding over each other with their forceful movements and their legs striding widely, in an attempt to escape. The elephant who has broken off all the four chains is running ahead and is being driven into an arched entrance probably that of a tent with the help of the tamed one following behind. The attendants hold burning sticks, known as charkhi to frighten the animal.
The inscription on the top left corner mentions that the elephants Bhalerao and Anup belong to Rao Surjan (1554–1583 CE). Various contours of the elephant are effectively rendered with masterly brushwork and shading against the background of the plain paper. It is tinted in places and was probably intended to be partially painted, particularly in the costumes of the human figures. The painting is obviously not contemporary. The study of elephants in different actions was done by the Bundi artist as early as the 17th century, evidence of which still survives at the Badal Mahal murals at Bundi.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
Ink and Tempera on Paper
SCHOOLS/CULTURE/PERIOD
Rajasthani
TECHNIQUE
--
DATE
1725
LOCATION
Kota, Rajasthan
DIMENSION
26.5 x 54 cm",https://csmvs.in/collections/6597-2/,1021,37
1021,Watersport,https://csmvs.in/wp-content/uploads/2022/06/2009.352.jpg,"Watersport
2009.352
DESCRIPTION
--
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Pahari
TECHNIQUE
--
DATE
c.1790 CE
LOCATION
Nurpur, Kangra, Himchal Pradesh
DIMENSION
23.6x33 cms.",https://csmvs.in/collections/watersport/,1022,37
1022,Balwant Singh with courtiers,https://csmvs.in/wp-content/uploads/2022/06/2009.147.jpg,"Balwant Singh with courtiers
2009.147
DESCRIPTION
--
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Pahari
TECHNIQUE
--
DATE
c. 1750 CE
LOCATION
Jammu
DIMENSION
30.8x20.5",https://csmvs.in/collections/balwant-singh-with-courtiers/,1023,37
1023,Equestrian portrait of Raja Bhoj,https://csmvs.in/wp-content/uploads/2022/06/2009.43.jpg,"Equestrian portrait of Raja Bhoj
2009.43
DESCRIPTION
--
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Rajasthani
TECHNIQUE
--
DATE
1680 CE
LOCATION
Bundi, Rajasthan
DIMENSION
21x26.3 cms.",https://csmvs.in/collections/equestrian-portrait-of-raja-bhoj/,1024,37
1024,Duti talking to Krishna,https://csmvs.in/wp-content/uploads/2022/06/2009.8.jpg,"Duti talking to Krishna
2009.8
DESCRIPTION
--
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Pahari
TECHNIQUE
--
DATE
1730 CE
LOCATION
Basohli, Jammu & Kashmir
DIMENSION
30.8x20.6 cms.",https://csmvs.in/collections/duti-talking-to-krishna/,1025,37
1025,Rukmini proceeding to the temple,https://csmvs.in/wp-content/uploads/2022/06/63.6.jpg,"Rukmini proceeding to the temple
63.6
DESCRIPTION
Scene from the Mahabharata- Rukmini proceeding to the temple of Devi.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Pahari
TECHNIQUE
--
DATE
1760 CE
LOCATION
Kangra, Himachal Pradesh
DIMENSION
29x19.6 cms (without border)",https://csmvs.in/collections/rukmini-proceeding-to-the-temple/,1026,37
1026,Raja smoking hookah,https://csmvs.in/wp-content/uploads/2022/06/61.19.jpg,"Raja smoking hookah
61.19
DESCRIPTION
--
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Pahari
TECHNIQUE
--
DATE
Early 18th century CE
LOCATION
Basohli, Jammu & Kashmir
DIMENSION
16.6x28 cms (without border)",https://csmvs.in/collections/raja-smoking-hookah/,1027,37
1027,"Ram, Lakshman & Sita",https://csmvs.in/wp-content/uploads/2022/06/56.28.jpg,"Ram, Lakshman & Sita
56.28
DESCRIPTION
One illustrated folio from a manuscript of the Ramayana- Rama Lakshmana and Sita in the hermitage of Bharadwaj.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Mughal
TECHNIQUE
--
DATE
circa 1610 CE
LOCATION
Delhi
DIMENSION
29.1x20 cm",https://csmvs.in/collections/ram-lakshman-sita/,1028,37
1028,The breaking of the bow,https://csmvs.in/wp-content/uploads/2022/06/54.1-16.jpg,"The breaking of the bow
54.1/16 Folio 66
DESCRIPTION
Illustration from MSS of Ramayana
The scene lay within the palace compound with tents. In the left upper part, Vanaka with his courtiers is conversing with Visvamitra accompanied by Rama. While a few ladies look on. In the centre, the hermits and Brahmins perform the fire sacrifice. A little further to the right are shown a large number of Kings some of whom have fainted while attempting to raise the bow. In the foreground, on the left, the bow is being dragged on a cart. In the centre, Rama has broken the bow. A little further is seen a horseman. The yellow foreground is covered with flowers and floral sprays, green background, and a blue sky on top.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Rajasthani
TECHNIQUE
--
DATE
Dated VS 1706 (1649 CE)
LOCATION
Mewar, Rajasthan
DIMENSION
38.1x22.9 cms (without border)",https://csmvs.in/collections/the-breaking-of-the-bow/,1029,37
1029,Suklabhisarika Nayaka,https://csmvs.in/wp-content/uploads/2022/06/53.91.jpg,"Suklabhisarika Nayaka
53.91
DESCRIPTION
The scene lies in a forest. In the centre is seen the heroine wearing a white-flowered odhni, choli and skirt holding lotus flowers in both hands proceeding to the right. On the left are three female attendants. In the foreground is a lotus lake with aquatic birds, in the background may be seen Krishna seated in a lotus pavilion. White background with the silvery moon.
Inscription in Hindi on the cover.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Rajasthani
TECHNIQUE
--
DATE
Mid 18th century
LOCATION
Bundi, Rajasthan
DIMENSION
21x29.1 cms (without border)",https://csmvs.in/collections/suklabhisarika-nayaka/,1030,37
1030,Shringara Scene,https://csmvs.in/wp-content/uploads/2022/06/53.8.jpg,"Shringara Scene
53.8
DESCRIPTION
Heroine wearing red pairhan and ornaments stands on a golden chauki minging water from her hair. A crane has raised its head to receive the falling water drops. On the left are seen two attendants wearing pairhans and chadars. One is holding toilet articles on a tray. On the ground may be seen water pots. Lemon yellow background, shrubs in the foreground, blue sky on top.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Rajasthani
TECHNIQUE
--
DATE
Late 18th century CE
LOCATION
Bundi-Kota, Rajasthan
DIMENSION
19.6x11.5 cm",https://csmvs.in/collections/toilet-scene/,1031,37
1031,Ragini Gunakati,https://csmvs.in/wp-content/uploads/2022/06/53.7.jpg,"Ragini Gunakati
53.7
DESCRIPTION
The scene lies in the courtyard of a house. Heroine wearing trousers, purple odhni, red bodice, a golden flowered skirt and ornaments are seated on a cave modha, picking flowers from one of the flowerpots on the right. Behind her are an attendant holding a morchhal and a towel. Blue, white and grey sky on top. Khaki foreground.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Rajasthani
TECHNIQUE
--
DATE
Mid-18th century CE
LOCATION
Bikaner, Rajasthan
DIMENSION
20.6 x 13.8 cm",https://csmvs.in/collections/ragini-gunakati/,1032,37
1032,Hour of Cowdust,https://csmvs.in/wp-content/uploads/2022/06/52.30.jpg,"Hour of Cowdust
52.30
DESCRIPTION
The scene lay on open ground. Krishna wears a mukuta, pitambara and ornaments and accompanied by two companions is leading the cows to the right. From the balcony the heroine wearing a red sari, yellow choli and ornaments is looking at him. She is accompanied by her confidante. Trees and a lotus pond in the background. From behind the trees, Narada, Shiva, Brahma and Indra apparently enjoying the scene. Blue and white sky tinged with gold and red at the top.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Rajasthani
TECHNIQUE
--
DATE
End of 18th century CE
LOCATION
Bundi, Rajasthan
DIMENSION
51.5x17.8 cms (without border)",https://csmvs.in/collections/hour-of-cowdust/,1033,37
1033,Hero embracing heroine,https://csmvs.in/wp-content/uploads/2022/06/52.1-67.jpg,"Hero embracing heroine
52.1/67
DESCRIPTION
Verse 70 from an illustrated manuscript of Amarushataka
This is one of the many paintings illustrating a hundred verses of the poet Amaru. They are written in Sanskrit and are known as the Amarushataka. Amaru composed these lyrics sometime during the late 7th or early 8th Century CE. These verses depict the expressions of love under various circumstances like quarrels, separation, reconciliation, and the reunion of lovers. The picturisation of the sentiments expressed in the lyrics is vivid and charming. The figures are set against a dark background of red, black or green.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Malwa
TECHNIQUE
--
DATE
1680 CE
LOCATION
Malwa, Central India
DIMENSION
22.3x16.2 cms (without border)",https://csmvs.in/collections/hero-embracing-heroine/,1034,37
1034,Heroine conversing with confidante,https://csmvs.in/wp-content/uploads/2022/06/52.1-25.jpg,"Heroine conversing with confidante
52.1/25
DESCRIPTION
Verse 28 from an illustrated manuscript of Amarushataka
This is one of the many paintings illustrating a hundred verses of the poet Amaru. They are written in Sanskrit and are known as the Amarushataka. Amaru composed these lyrics sometime during the late 7th or early 8th Century CE. These verses depict the expressions of love under various circumstances like quarrels, separation, reconciliation, and the reunion of lovers. The picturisation of the sentiments expressed in the lyrics is vivid and charming. The figures are set against a dark background of red, black or green.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Malwa
TECHNIQUE
--
DATE
circa 1680 CE
LOCATION
Malwa, Central India
DIMENSION
22.1x 16.2cms (without border)",https://csmvs.in/collections/heroine-conversing-with-confidante/,1035,37
1035,Proshitpatika Nayika,https://csmvs.in/wp-content/uploads/2022/06/51.6.jpg,"Proshitpatika Nayika
51.6
DESCRIPTION
Separation from the lover (Proshitpatika Nayika).
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Pahari
TECHNIQUE
--
DATE
Circa 1775 CE
LOCATION
Bilaspur, Himachal Pradesh
DIMENSION
27.4x17.6 cm",https://csmvs.in/collections/proshitpatika-nayika/,1036,37
1036,Siva’s Family,https://csmvs.in/wp-content/uploads/2022/06/48.6.jpg,"Siva’s Family
48.6
DESCRIPTION
Shiva and Parvati with Ganesha and Kartikeya.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Pahari
TECHNIQUE
--
DATE
Late 18th century CE
LOCATION
Guler, Himachal Pradesh
DIMENSION
14.5x19 cms (without border)",https://csmvs.in/collections/sivas-family/,1037,38
1037,A dancing girl,https://csmvs.in/wp-content/uploads/2022/06/43.59.jpg,"A dancing girl
43.59
DESCRIPTION
The reverse has Qita.
With the development of the art of miniature painting, the art of calligraphy also developed simultaneously and achieved artistic marvels during the Mughal period. Many Iranian calligraphers came to India at the invitation of the Mughal emperors.
In the Deccan, the Qutb Shahi kings of Golkonda and the rulers of Hyderabad were interested in the art of calligraphy. Besides beautifully written manuscripts, Qitas done in exquisite calligraphy decorated the reverse side of some of the paintings. These contain chronography or sometimes merely a piece of poetry.
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Miniature Painting
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
Deccani
TECHNIQUE
Tempera painting
DATE
Mid 17th century
LOCATION
Hyderabad, Telangana
DIMENSION
17.6x23.9 cm (obverse and reverse)",https://csmvs.in/collections/a-dancing-girl/,1038,38
1038,Abdullah Qutb Shah on Throne,https://csmvs.in/wp-content/uploads/2022/06/43.49.jpg,"Abdullah Qutb Shah on Throne
43.49
DESCRIPTION
Sir Akbar Haydari Collection
COLLECTION
Indian Miniature Paintings
OBJECT TYPE
Cloth Miniature Painting
MATERIAL
painting on cloth
SCHOOLS/CULTURE/PERIOD
Deccani
TECHNIQUE
--
DATE
Circa. 1660 CE
LOCATION
Golconda, Telangana
DIMENSION
104 X 80 cm",https://csmvs.in/collections/abdullah-qutb-shah-on-throne/,1039,38
